ID;Num_Doc;Statement;Type
462:12;Jupyter_Lab_2346;since it allows both for easy editing of previous one-liners and for quick scrolling through history;Premise
462:13;Jupyter_Lab_2346;I agree.;Claim
462:14;Jupyter_Lab_2346;"I just tested this with QT console, and I found its behavior (pressing up goes to the end of the first line of the previous command (let's say this is the command `-1`) for both single- and multi-line commands) preferable.Also, If you press up one more time (to command `-2`) and then press down, then qtconsole puts the cursor at the _end_ of the last line of the command `-1` as well, making it easy to scroll back.";Premise
463:3;Jupyter_Lab_2383;"The idea is to create a ""micro-toolbar"" for activities that need a buffer between scrolling content and the tab bar.";Claim
463:4;Jupyter_Lab_2383;"File-editor:![screen shot 2017-06-06 at 10 26 01 pm](https://user-images.githubusercontent.com/27600/26863391-378be5bc-4b07-11e7-8bc0-2b96adbb652a.png)Markdown preview:![screen shot 2017-06-06 at 10 26 17 pm](https://user-images.githubusercontent.com/27600/26863394-3d0ad098-4b07-11e7-8715-5ad35d217e55.png)";Premise
463:5;Jupyter_Lab_2383;"Thinking this would apply to:* markdownviewer* help/iframe* fileeditor* codeconsole";Claim
463:6;Jupyter_Lab_2383;It is less clear for activities;Claim
463:7;Jupyter_Lab_2383;we may want to add a full toolbar with kernel related buttons (play, interrupt, restart);Claim
463:8;Jupyter_Lab_2383;For the fileeditor, a full toolbar may be appropriate as well for per editor settings;Claim
463:9;Jupyter_Lab_2383;Add micro-toolbar to some activities;Claim
463:10;Jupyter_Lab_2383;Some activities such as the notebook have a toolbar that blends into the tab visually. Other activities don't have the toolbar, which causes an abrupt transition between the tab and the scrolling content below.;Claim
463:11;Jupyter_Lab_2383;We are thinking something like 8px high, with the same bottom border and shadow as the real toolbars.;Claim
463:12;Jupyter_Lab_2383;These should probably be the same toolbar class, just empty.;Claim
463:13;Jupyter_Lab_2383;Maybe leave those out for now?;Claim
463:14;Jupyter_Lab_2383;that don't scroll or do so differently such as the terminal and imageviewer;Premise
464:2;Jupyter_Lab_2394;Yep, should definitely not be wrapped! Thanks! Tagging as beta;Non-Argument
464:3;Jupyter_Lab_2394;"Here is a description of this particular bug:The bug in #2394 is coming from a single instantiation to `CodeMirrorEditor` *mutating* the config object it is passed into the constructor with defaults that the class sets. That is here:https://github.com/jupyterlab/jupyterlab/blob/master/packages/codemirror/src/editor.ts#L96The config object there is managed by the `CodeMirrorEditorFactory` here:https://github.com/jupyterlab/jupyterlab/blob/master/packages/codemirror/src/factory.ts#L26Each creation of a new CME mutates that config object further, propagating defaults in one call to the others.";Premise
464:4;Jupyter_Lab_2394; let's chat about this and #2402 tomorrow;Non-Argument
464:5;Jupyter_Lab_2394;And if someone wants their code wrapped, how can they do that?;Non-Argument
464:7;Jupyter_Lab_2394;making it copy paste-able in case anyone else comes across this.;Non-Argument
464:9;Jupyter_Lab_2394;"For jupyterlab 0.35.4, the code should be";Claim
464:10;Jupyter_Lab_2394;I looked at the `Advanced Settings Editor`, but couldn't identify if there was a option for that.;Claim
464:11;Jupyter_Lab_2394;img;Premise
464:12;Jupyter_Lab_2394;it can be done using `Settings -> Advanced Settings Editor`:;Claim
464:13;Jupyter_Lab_2394;But I believe we do not wrap (at least by default) in Classic. I don't thing we should in lab either. I haven't found a global setting for the notebook.;Claim
464:14;Jupyter_Lab_2394;"Code cells appear to be wrapped in lab, which may make determining wether code is wrapped extremely hard:![screen shot 2017-06-07 at 14 09 43](https://user-images.githubusercontent.com/335567/26901541-118a406e-4b8b-11e7-899e-a66aaffc6f5b.png)Especially since the default is to not have line numbers. It's better with Line Numbers:![screen shot 2017-06-07 at 14 09 57](https://user-images.githubusercontent.com/335567/26901570-323f2bb2-4b8b-11e7-8c18-ee39310ea3f0.png)";Premise
465:2;Jupyter_Lab_2640;"Done in master...";Claim
465:3;Jupyter_Lab_2640;I believe showing the launcher would be a better choice.;Claim
466:3;Jupyter_Lab_2649;I just confirmed this, working on a fix now;Non-Argument
466:6;Jupyter_Lab_2649;Right clicking brings up our own context menu, which can be overridden by holding down the SHIFT key;Claim
466:7;Jupyter_Lab_2649;"oops - I meant to say ""third click"", which some people map onto ""open a new tab w/ this link"". But now I feel like we're getting into the territory of ""too much of an edge case to make an exception for this"" :-)";Claim
466:8;Jupyter_Lab_2649;Ah, I don't have a clear sense of whether that should open a new tab in JupyterLab or the browser;Claim
466:9;Jupyter_Lab_2649;ya that's why I'm thinking this may not be a necessary fix...maybe somebody else can weigh in? Otherwise I'll close this issue;Claim
466:10;Jupyter_Lab_2649;Sorry to revisit this issue... but I can't get jupyterlab notebooks to open from a command (or link) in a separate jupyterlab notebook. Can someone explain exactly how this is done? (or point to the appropriate documentation. I've looked but I can't find it;Non-Argument
466:11;Jupyter_Lab_2649;"(just to follow up here - we resolved @scottwsides issue over in #6136)";Claim
466:12;Jupyter_Lab_2649;If I click on a link such as above, it opens the file in raw text in another tab, rather than from within the jupyterlab UI.;Claim
466:13;Jupyter_Lab_2649;"if I link to a notebook like:`[mylink](./ntbks/my_notebook.ipynb)`, it'll automatically open the link within the notebook UI (in another tab).";Claim
466:14;Jupyter_Lab_2649;it is a bug;Claim
466:15;Jupyter_Lab_2649;It *should* work the same as the classic notebook. If it doesn't;Premise
466:16;Jupyter_Lab_2649;it might be good to capture right-clicks for these links,;Claim
466:17;Jupyter_Lab_2649;since many users (e.g. myself) have gotten used to doing this for clicking open new notebooks;Premise
466:18;Jupyter_Lab_2649;if it isn't captured it'll try to open a new tab which isn't what jlab wants I assume!;Claim
467:4;Jupyter_Lab_2769;Yep, new-view-into-file is what you want;Non-Argument
467:5;Jupyter_Lab_2769;This is the similar issue to dragging the output to different parts of the screen.;Claim
467:6;Jupyter_Lab_2769;he wasn't sure about the UI for dragging cells to view the output.;Claim
467:7;Jupyter_Lab_2769;"<img width=""1276"" alt=""screen shot 2017-08-01 at 4 00 14 pm"" src=""https://user-images.githubusercontent.com/1320475/28846861-a810f8e4-76d2-11e7-93da-68a9de56ce64.png"">";Premise
467:8;Jupyter_Lab_2769;"I think we need something like ""new view into file"" which allows you to open a duplicate view of a file.";Claim
467:9;Jupyter_Lab_2769;it would solve your problem;Claim
467:10;Jupyter_Lab_2769;Another view into the file would solve my problem.;Claim
467:11;Jupyter_Lab_2769;I would like to see separate panels different views of the same notebook, not separate panels for cells.;Claim
467:12;Jupyter_Lab_2769;What if I want to see some information that's in the cell below a cell in a panel?;Claim
467:13;Jupyter_Lab_2769;what if I drag a markdown cell and want to split it into two cells (e.g., to always view some rendered latex in one cell)?;Claim
467:14;Jupyter_Lab_2769;"No UI to view notebook in multiple panesWhat I'd like:";Premise
467:15;Jupyter_Lab_2769;"I ran into this when trying to edit/view different parts of the notebook.What I've tried:* dragging a cell; no area highlights, and release does nothing.* dragging from notebook title from {notebook list, tab bar} into new area. Area highlights, but when mouse released nothing happens.* control-clicking on entry in notebook list and clicking ""Open"". Highlights the open pane.";Premise
468:2;Jupyter_Lab_2801;Hi @shelper, those options are only available when there is one or more file (not notebook) open, and the settings do not apply to notebooks;Non-Argument
468:3;Jupyter_Lab_2801;but why the theme and keymap cannot be used in ipython notebook..;Non-Argument
468:4;Jupyter_Lab_2801;We haven't hooked up that capability yet.;Non-Argument
468:5;Jupyter_Lab_2801;"Any progress on this?";Non-Argument
468:10;Jupyter_Lab_2801;"> Any progress on this?The main progress on this is that the menu system has been revamped to (a) make it clearer what those menu items actually are, and (b) allow you to change the text editor theme even when no text editors are active";Claim
468:11;Jupyter_Lab_2801;"@jasongrout thanks for kindly clarifying!anyway, .py files used in the editor, can't be run online in the tool, can they?";Non-Argument
468:15;Jupyter_Lab_2801;jupyter lab keymaps and themes menu all grayed out..;Claim
468:16;Jupyter_Lab_2801;"enclosed is the screen shot.![image](https://user-images.githubusercontent.com/546163/29083212-ea248882-7c35-11e7-9749-27a0142e6bd6.png)![image](https://user-images.githubusercontent.com/546163/29083123-a85fd73a-7c35-11e7-9c8c-beb92dd9c9f4.png)";Premise
468:17;Jupyter_Lab_2801;"Same problem here:Gui is grayed out";Claim
468:18;Jupyter_Lab_2801;I can build it with json in settings. but for Dark only.;Claim
468:19;Jupyter_Lab_2801;This works:;Claim
468:20;Jupyter_Lab_2801;This doesn't work:;Claim
468:21;Jupyter_Lab_2801;The rest of the themes, they don't like me so much.;Claim
468:22;Jupyter_Lab_2801;I think the distinction between files and notebooks is a little fuzzy, at least as a newcomer.;Claim
468:23;Jupyter_Lab_2801;I think the current menu system (which has changed a lot since the screenshots above) emphasizes this a little more.;Claim
468:24;Jupyter_Lab_2801;I had the same problem when I upgraded on windows 7 using pip. It sounds like it may have different  dependency checks. I also noticed that there were more tabs in the top menu after upgrading a second time.;Claim
468:25;Jupyter_Lab_2801;[image;Premise
468:26;Jupyter_Lab_2801;Closing;Claim
468:27;Jupyter_Lab_2801;since the application is behaving as intended, and we have made the menu labeling clearer. We may revisit notebook-specific keymaps and themes when we explore Monaco or CodeMirror 6.;Premise
468:28;Jupyter_Lab_2801;Those are themes for the text editor, and are only available when you have a text file open in JupyterLab.;Claim
468:29;Jupyter_Lab_2801;From your screenshot it does not look like you have any files open;Claim
468:30;Jupyter_Lab_2801;"When we say ""files"" above, we mean things like .py python files, etc. Things opened with the text editor:";Claim
468:31;Jupyter_Lab_2801;http://jupyterlab.readthedocs.io/en/stable/user/file_editor.html;Premise
468:32;Jupyter_Lab_2801;"When we say ""notebooks"", we mean .ipynb files opened with the notebook editor:";Claim
468:33;Jupyter_Lab_2801;http://jupyterlab.readthedocs.io/en/stable/user/notebook.html;Premise
468:34;Jupyter_Lab_2801;You can open a terminal and execute the python just as you would at the command line. Or you can right-click and open a console, highlight the file (or sections of the file) and press shift-enter to copy and run it in the terminal;Claim
468:35;Jupyter_Lab_2801;http://jupyterlab.readthedocs.io/en/stable/user/documents_kernels.htm;Premise
468:36;Jupyter_Lab_2801;We may revisit notebook-specific keymaps and themes when we explore Monaco or CodeMirror 6.;Claim
469:2;Jupyter_Lab_2890;The active cell at the bottom of the console should be white with a blue border to indicate it can be typed into. That is no longer the case:;Claim
469:3;Jupyter_Lab_2890;img;Premise
469:4;Jupyter_Lab_2890;This is closely related to the other CodeMirror style refactoring we need to do in;Claim
469:5;Jupyter_Lab_2890;Console CM editing style broken;Claim
470:2;Jupyter_Lab_3049;"Is it the same as Variable Inspector? Not sure what ""Visual Debugger"" refers to";Claim
470:4;Jupyter_Lab_3049;Discussion about a debugging protocol is at https://github.com/jupyter/debugger (see the issues, like https://github.com/jupyter/debugger/issues/2);Non-Argument
470:7;Jupyter_Lab_3049;Thanks for the suggestions @ashimb9 and @SynapticSage!  Note that there is some work at the Jupyter level on adding debugging support;Non-Argument
470:8;Jupyter_Lab_3049;"A debugger and a variable inspector makes the notebook peerless.As for now, spyder is the only MATLAB like solution for python. Even MSVS lacks the flexibility spyder can do";Claim
470:9;Jupyter_Lab_3049;FYI, I just posted a very experimental monaco plugin: see the bottom of #135 and https://github.com/jupyterlab/jupyterlab-monac;Non-Argument
470:10;Jupyter_Lab_3049;"It's a running joke that when we say some cool new thing we'd like to do, @blink1073 (who used to contribute to Spyder) says, ""Yeah, we have that in Spyder, and it's even better than what you're thinking - it also does this, this, and this"" :).";Non-Argument
470:11;Jupyter_Lab_3049;Support for pdb/ipdb/pdbpp, i.e. `IPython.terminal.debugger` in the console view would already go a long way (set a breakpoint by inserting `set_trace()` into the code, and then be able to step through);Non-Argument
470:15;Jupyter_Lab_3049;But I got an error: `UsageError: Line magic function;Claim
470:16;Jupyter_Lab_3049;I guess this can be closed then? :tada: ;Claim
470:17;Jupyter_Lab_3049;Looks awesome!!;Non-Argument
470:18;Jupyter_Lab_3049;"Looking forward to test it. Thanks!";Non-Argument
470:19;Jupyter_Lab_3049;" I think by popular demand as well, it would be very nice to have a visual debugger in JupyterLab. Debugging in the notebook has always been a bit clumsy, and I believe that adding more ""IDE-like"" capabilities would be in the direction that JupyterLab is taking.";Claim
470:20;Jupyter_Lab_3049;I acknowledge that this will probably have to be developed as a community extension, but still I'm opening the issue here.;Claim
470:22;Jupyter_Lab_3049;"I don't think it's the same as a variable inspector. ""Visual debugger""  to my mind is parlance for a debugger that appears to execute within the GUI—breakpoints are set within the gui and deugging visually moves a pointer within the gui's text editor along the lines of executed code.";Claim
470:23;Jupyter_Lab_3049;Personally, I'm fine with REPL command-based debuggers, but visual debuggers are more user friendly for newbies. And sometimes it's less time consuming to establish a breakpoint by clicking a line of code;Claim
470:24;Jupyter_Lab_3049;I don't know anything about the code-base;Claim
470:25;Jupyter_Lab_3049;I am merely an user of Jupyterlab;Claim
470:26;Jupyter_Lab_3049;As soon as I saw that, I remembered this thread and came here to post the link in case it could be of any use for the project. I hope this is useful but please forgive my naiveté if this makes absolutely no sense;Claim
470:27;Jupyter_Lab_3049;I like birdseye a bunch, but one down side;Claim
470:28;Jupyter_Lab_3049;"is that it's kind of ""post-mortem""—to my knowledge.  Sort of like a fancy profiler result, that shows you how thevalues moved through, post-hoc after the function returns or dies.";Premise
470:29;Jupyter_Lab_3049;"I imagine people might need to interact live with live executionthough.";Claim
470:30;Jupyter_Lab_3049;So something like https://github.com/Kozea/wdb might be nicer.;Claim
470:31;Jupyter_Lab_3049;"It's a web serverdesign: possibly easier to integrate into Jupyter? (Unsure about that statement.Maybe someone with more knowledge on the inner details could comment?)";Claim
470:32;Jupyter_Lab_3049;wdb-lg](https;Premise
470:34;Jupyter_Lab_3049;Looks like the jupyter folks are thinking the same;Claim
470:35;Jupyter_Lab_3049;Looking forward to a good debugger after [monaco](https://github.com/Microsoft/monaco-editor) is integrated.;Premise
470:37;Jupyter_Lab_3049;I guess they are working also on JupyterLab extension;Claim
470:38;Jupyter_Lab_3049;That's exactly what I've been waiting for and then some!!;Claim
470:39;Jupyter_Lab_3049;It's not specifically made for jupyterlab but it works just fine there as well.;Claim
470:40;Jupyter_Lab_3049;Looks beautiful!;Claim
470:41;Jupyter_Lab_3049;"For deeper lab integration, one would need to figure out a way to dispensewith the extra server, and just push the output via a data type, e.g. somejson, then render it.";Claim
470:42;Jupyter_Lab_3049;"Likely whatever your are doing in the iframe could be extracted and madeinto something that could happily live in JupyterLab.";Claim
470:43;Jupyter_Lab_3049;"Add a visual debuggerBy suggestion of";Claim
470:44;Jupyter_Lab_3049;the variable inspector is being tracked;Claim
470:45;Jupyter_Lab_3049;https://github.com/jupyterlab/jupyterlab/issues/443;Premise
470:46;Jupyter_Lab_3049;worth to mention this work from IBM: PixieDebugger;Claim
470:47;Jupyter_Lab_3049;https://medium.com/ibm-watson-data-lab/the-visual-python-debugger-for-jupyter-notebooks-youve-always-wanted-761713babc62;Premise
471:2;Jupyter_Lab_3233;I reproduced this with 0.34.;Claim
471:6;Jupyter_Lab_3233;On the other hand, if I select a bunch of cells including collapsed cells, and then execute selected cells, should those collapsed cells be executed?;Non-Argument
471:10;Jupyter_Lab_3233;Either that, or nothing happens, or cell expands—not sure what's the best here;Claim
471:12;Jupyter_Lab_3233;I'm unsure what the correct behavior should be here, but the current behavior seems inconsistent;Claim
471:13;Jupyter_Lab_3233;"Create two cells with some input. Switch to edit mode, and verify that pressing downarrow moves the cursor from one cell to another and moves the current cell indicator on the left margin.2. Collapse the lower cell, try to navigate from the uncollapsed cell to the collapsed one using downarrow. Observe that the current cell indicator moves to the collapsed cell, but the cursor stays in the uncollapsed cell. Observe that further arrow navigation and further edits modify the first cell, and not the collapsed";Premise
471:14;Jupyter_Lab_3233;I think we can go with one of two options.;Claim
471:15;Jupyter_Lab_3233;I suggest option 1 for now.;Claim
471:16;Jupyter_Lab_3233;"1. Collapsed cells are ignored when navigating with arrow keys.2. Collapsed cells can be focussed when navigating with arrow keys, but cell input is disabled until an expanded cell is focussed. I don't like this option as much unless we have a keyboard shortcut to expand/collapse cells (which to my knowledge we don't).For simplicity's sake";Premise
471:17;Jupyter_Lab_3233;collapsed cell is expanded by hitting space/enter (maybe space keeps you in command mode and enter puts you in edit mode?);Claim
471:18;Jupyter_Lab_3233;, I think just skipping them may be a better ux (i.e., option 1;Claim
471:19;Jupyter_Lab_3233;If you have a lot of collapsed cells in a row, but no way to execute them;Claim
471:20;Jupyter_Lab_3233;I like option 1;Claim
471:21;Jupyter_Lab_3233;(so shift-enter also just skips them, etc.);Premise
471:22;Jupyter_Lab_3233;I know we're looking at the concept of 'hiding' versus 'collapsing' with regard to cells.;Claim
471:23;Jupyter_Lab_3233;This context comes up from the new new controls associated with the ToC extension.;Claim
471:24;Jupyter_Lab_3233;I think #1 has the least implications for future design decisions;Claim
471:25;Jupyter_Lab_3233;I think we should move forward with skipping collapsed cells when scrolling with the keyboard for now.;Claim
471:26;Jupyter_Lab_3233;We can always address this further if that's causing trouble.;Claim
471:27;Jupyter_Lab_3233;it should focus on cell [6] with the content `B` and when I type after hitting down, it should end up in that cell.;Claim
472:3;Jupyter_Lab_3262;"As one can see from this screenshot, the current icon text is too short to see with icon represents which kernel.This might only be the case when using `nb_conda_kernels`, but I could not live without that!";Claim
472:4;Jupyter_Lab_3262;screenshot;Premise
472:5;Jupyter_Lab_3262;Icon text too short to recognize kernel;Claim
472:6;Jupyter_Lab_3262;Let's move the discussion over to #3795;Claim
472:7;Jupyter_Lab_3262;which is the same issue, but has more discussion.;Premise
473:2;Jupyter_Lab_3464;Add and use CSS variables for box shadows/elevation;Claim
473:3;Jupyter_Lab_3464;It would really help to have CSS variables for different elevations of box shadow, for both light and dark theme. Marking as beta, but this can land during the rc cycle.;Claim
473:4;Jupyter_Lab_3464;Right now all of our box shadows are hard coded. We are mostly trying to use the Material Design elevation idea for our box shadows.;Premise
474:2;Jupyter_Lab_3609;Apologies for duplicates, the bullet point 1 and partially 3 were previously mentioned in #2360;Non-Argument
474:4;Jupyter_Lab_3609;I do believe that the automatic substitution is nice, it may potentially be better to keep the completer open in case the user notices they have chosen an incorrect completion option.;Claim
474:5;Jupyter_Lab_3609;If the user keeps on typing, the completer would of course close.;Claim
474:6;Jupyter_Lab_3609;"* In classic notebook completer catches page up/page down key presses, whereas in jupyterlab v0.31 these are still caught by the cell, preventing fast navigation through long completion lists* Completer closes on left arrow (logical behavior), but unlike classic notebook does not close on right arrow (relevant if the cursor is not at the very end of the cell)* When the user activates the completer, then types enough letters for the completion to be unique, this unique completion is substituted without any input from the user and the completer closes.";Premise
474:7;Jupyter_Lab_3609;This seems to work now in JLab 2.1.4;Claim
474:8;Jupyter_Lab_3609;This seems to work now in JLab 2.1.4;Claim
474:9;Jupyter_Lab_3609;This seems to have been fixed in JLab 2.1.4.;Claim
474:10;Jupyter_Lab_3609;"Completer keyboard navigationI have several suggestions about the completer UI.";Claim
475:5;Jupyter_Lab_3681;We want a way to be able to detect themes/theme changes inside extensions.;Claim
475:6;Jupyter_Lab_3681;"For example, an extensions that adds toolbar icons should be able to switch color between light/dark modes (just like the existing buttons do).proposed short term change is to add .light/.dark classes to the root app node to distinguish between themes, so extensions can pick up the distinction in their own css.proposed long term change is to add theme changed events, including light/dark distinctions, so extensions can do things like invert their colors (e.g. a charting extension can invert when theme changes from light to dark)";Premise
475:8;Jupyter_Lab_3681;I like this idea!;Claim
475:9;Jupyter_Lab_3681;Marking as 1.0 as I think we should have it by 1.0 (when the developer API is stabilized), but if someone submitted a PR, I think it would be great to have in earlier.;Claim
475:10;Jupyter_Lab_3681;There are multiple ways we could do this:;Claim
475:11;Jupyter_Lab_3681;I think we have another issue open on this matter.;Claim
475:12;Jupyter_Lab_3681;I think both.;Claim
475:13;Jupyter_Lab_3681;A css class makes it easy.;Claim
475:14;Jupyter_Lab_3681;In other cases, you might want to trigger something more complex than a css change (for example, executing some code to re-render light background charts as dark background charts);Claim
475:15;Jupyter_Lab_3681;Potential use case;Claim
475:16;Jupyter_Lab_3681;https://github.com/jupyterlab/jupyterlab-github/issues/30;Premise
475:18;Jupyter_Lab_3681;Here is an example that changes the icon based on whether it is a dark/light theme:;Claim
475:19;Jupyter_Lab_3681;https://github.com/jupyterlab/jupyterlab-mp4/blob/142c36d0fd12cf48eb98404347f79950ea9b6d5d/style/index.css#L10-L16;Premise
475:20;Jupyter_Lab_3681;I think so,;Claim
476:3;Jupyter_Lab_3901;That functionality would be welcomed! Thank you..;Claim
476:5;Jupyter_Lab_3901;"1, but with one option being ""automatically detect"" :)";Non-Argument
476:7;Jupyter_Lab_3901;"* if I open a .py file in Jupyterlab (say `constants.py`) it immediately opens with ""unsaved changes"" without any edits.![constants](https://user-images.githubusercontent.com/4811862/36441516-eab8bbf6-1640-11e8-95d5-56cd09c7ecf0.PNG)* if I then save the file, `git status` will note that the file was modified. `git diff` will give this";Premise
476:9;Jupyter_Lab_3901;"Text editor writes LF vs CRLF line endings on Windows?I'm using Windows 7 Professional and observe the following:";Claim
476:10;Jupyter_Lab_3901;we are using LF for all line endings,;Claim
476:11;Jupyter_Lab_3901;so what you are seeing is expected.  We could guess the line endings of the file and set it accordingly.;Premise
476:12;Jupyter_Lab_3901;I'm not sure how I feel about trying to guess line endings automatically, particularly in a browser environment.;Claim
476:13;Jupyter_Lab_3901;I'd prefer to just make it a user setting;Claim
476:14;Jupyter_Lab_3901;I'd just like to point out vscode's solution is to have an option on the status bar.;Claim
476:15;Jupyter_Lab_3901;image;Premise
477:4;Jupyter_Lab_4044;"Issue reorganizing tabsSorry if this is a duplicate";Claim
477:5;Jupyter_Lab_4044;but I couldn't find a similar issue.;Premise
477:6;Jupyter_Lab_4044;When I have two tabs open in different frames then its impossible to get them back into the same frame.;Claim
477:7;Jupyter_Lab_4044;"Find attached a gif demonstrating the issue![jupyterlab_tabs](https://user-images.githubusercontent.com/29157027/36749493-2a7bd026-1bb8-11e8-8414-0ce285d5aef0.gif)";Premise
477:8;Jupyter_Lab_4044;dragging to the middle of the of the target tab has the behavior you're looking for.;Claim
477:9;Jupyter_Lab_4044;From the docs: http://jupyterlab.readthedocs.io/en/latest/user/interface.html#main-work-area.;Premise
477:10;Jupyter_Lab_4044;Closing this for now.;Claim
478:2;Jupyter_Lab_4118;@damianavila says this is a  https://github.com/Anaconda-Platform/nb_conda_kernels issue;Claim
478:5;Jupyter_Lab_4118;I'm guessing ipykenrels parses all the conda environments as named `Python [conda env:foo]` but this means I can't read the name of the kernel;Claim
478:6;Jupyter_Lab_4118;[screen shot;Premise
478:8;Jupyter_Lab_4118;technically it is not (although that can be discussed) :wink:;Claim
478:9;Jupyter_Lab_4118;but I thought jupyterlab was able to show large names in the icons... am I missing something @blink1073?;Claim
478:11;Jupyter_Lab_4118;to move conversation to https://github.com/jupyterlab/jupyterlab/issues/3795.;Premise
478:12;Jupyter_Lab_4118;Conda Env Kernels Can't Be Read;Claim
478:13;Jupyter_Lab_4118;Closing;Claim
478:14;Jupyter_Lab_4118;We display only one line but offer the rest as a tooltip;Claim
479:2;Jupyter_Lab_4137;"Something like this?![new-tab](https://user-images.githubusercontent.com/591645/37437612-705bf1b0-27ee-11e8-9ad3-5c4bc2df19d2.gif)The add icon (`jp-AddIcon`) is just a placeholder. It would probably be better to use something similar to the [font-awesome external-link-alt icon](https://fontawesome.com/icons/external-link-alt?style=solid)";Premise
479:3;Jupyter_Lab_4137;Fixed by #4315, thanks;Claim
479:4;Jupyter_Lab_4137;I have an HTML page that I would like to open in a new browser tab.;Claim
479:5;Jupyter_Lab_4137;![image](https://user-images.githubusercontent.com/51059/37108170-503bce36-2204-11e8-9f41-cc9ce80f8aa4.png);Premise
479:6;Jupyter_Lab_4137;Yea that looks good!;Claim
479:7;Jupyter_Lab_4137;Would be great to have an option to open in a new browser tab;Claim
479:8;Jupyter_Lab_4137;Open In Browser Option;Claim
479:9;Jupyter_Lab_4137;Right now the only options are to download or to view in lab:;Premise
480:3;Jupyter_Lab_4211;currently the markdown coloring does suggest they should render differently, but currently it looks like they are just rendered to be bullets.;Claim
480:4;Jupyter_Lab_4211;"Markdown checkboxes/task listsIs it intended to show github style checkboxes via the markdown preview?https://help.github.com/articles/basic-writing-and-formatting-syntax/#task-lists![image](https://user-images.githubusercontent.com/16297104/37629718-9caa287e-2b9d-11e8-99a4-7d044840379c.png)for reference github:```- [ ] test- [x] test2```- [ ] test- [x] test2";Premise
480:5;Jupyter_Lab_4211;Also, for a good implementation the taskLists would need to support editing the markdown itself - i.e. the markdown cells would be editable by clicking on the rendered text's checkbox. Which will be custom for jupyterlab.;Premise
480:6;Jupyter_Lab_4211;Note that the `codemirror` library understands taskLists and shows syntax highlighting for taskLists, but the [marked](https://github.com/markedjs/marked) library which is used for rendering the markdown does not seem to support taskLists.;Premise
481:3;Jupyter_Lab_4250;Hope I did not overlook some open issue reporting this.;Claim
481:4;Jupyter_Lab_4250;My current workaround is to move up one level -> click on any file -> Paste -> drag&drop previously copied file into the desired (empty) folder.;Claim
481:5;Jupyter_Lab_4250;If one copies a file and goes into some empty folder, it is not possible to paste the file. The context menu does not show up for right-clicks on empty areas (e.g. the white space underneath the file list);Premise
481:6;Jupyter_Lab_4250;this is indeed a duplicate of;Claim
482:2;Jupyter_Lab_4257;"Would it be a good idea to add a ""New Console for Editor"" in the right-click file tab menu for editor tabs";Claim
482:3;Jupyter_Lab_4257;"If I want to open a new console for the file I'm working on in the file editor, I have to go in ""File->New Console for Editor"", but I always *instinctively* first right-click on to the file tab,  , where I can rename the file and open a new view the file, but not open a new console. Then I realise I have to go the top menu bar.";Premise
482:4;Jupyter_Lab_4257;"I would expect to have the ""Markdown Preview"" avalaible along ""Rename Markdown file"" and ""New View for Markdown file"" in the right-click menu of the file tab.";Claim
482:6;Jupyter_Lab_4257;New console for editor from file tab;Claim
483:2;Jupyter_Lab_4273;This happens in 0.34.7 as well;Claim
483:6;Jupyter_Lab_4273;How can we tell if it was an OOM problem?;Non-Argument
483:10;Jupyter_Lab_4273;And as with any issues, help is welcome! If anyone wants to take this up, please comment on the issue so that work isn't duplicated.;Non-Argument
483:14;Jupyter_Lab_4273;Sometimes when running a notebook the kernal restarts (in my case due to a OOM issue) but does not give the user any message. The cell will still show an asterisk, as if its running, but only when the user hovers the mouse over the circle at the top right, will it show that the kernal is restarting.;Premise
483:15;Jupyter_Lab_4273;I would expect a larger warning to the user, either in the current cell, or at the top of the notebook, to let them now some issue has occurred.;Claim
483:16;Jupyter_Lab_4273;img;Premise
483:17;Jupyter_Lab_4273;Note for plain old notebook, there's a simple popup for OOM/restarted kernel, which should be informative enough.;Claim
483:18;Jupyter_Lab_4273;I'd like to see more details;Claim
483:19;Jupyter_Lab_4273;as to why the kernel has had to restart. Some sort of stack trace from what the kernel was trying to execute.;Premise
483:20;Jupyter_Lab_4273;if it was an OOM, it's killed suddenly without a stack trace, IIRC;Claim
483:21;Jupyter_Lab_4273;That would be great,;Claim
483:22;Jupyter_Lab_4273;With our current infrastructure, I'm not sure you could easily.;Claim
483:24;Jupyter_Lab_4273;The process is gone and we just notice it no longer is responding to heartbeats;Claim
483:25;Jupyter_Lab_4273;that looks like quite the rabbit-hole;Claim
483:26;Jupyter_Lab_4273;I'd be quite happy if we can solve this separately.;Claim
483:27;Jupyter_Lab_4273;I've never used TypeScript or JavaScript, but I'll see if I can help.;Claim
483:28;Jupyter_Lab_4273;here is where that message is displayed in the classic notebook;Claim
483:29;Jupyter_Lab_4273;https://github.com/jupyter/notebook/blob/eea37a6b2110e0b8a5491f17e241fa3c8aecb5f7/notebook/static/notebook/js/notificationarea.js#L122-L146;Premise
483:30;Jupyter_Lab_4273;https://github.com/jupyter/notebook/blob/eea37a6b2110e0b8a5491f17e241fa3c8aecb5f7/notebook/static/services/kernels/kernel.js#L1106-L1113;Premise
483:31;Jupyter_Lab_4273;it is triggered here;Claim
483:32;Jupyter_Lab_4273;I can't use the newly started kernel;Claim
483:33;Jupyter_Lab_4273;It seems that killing the kernel process so that it autostarts does not work in jlab;Premise
