ID;Num_Doc;Statement;Type
455:18;Jupyter_Lab_1526;"Now I press SHIFT+ENTER to execute cell `24`:![image](https://cloud.githubusercontent.com/assets/2741256/22173268/93151184-dfbd-11e6-9c9b-8548d984b46f.png)So it automatically jumps to the next cell hiding all input from the executed cell,";Premise: Visual content or supporting file
455:20;Jupyter_Lab_1526;"When you instead create that cell (or ""delete"" the output by changing e.g. to markdown and then back to code):![image](https://cloud.githubusercontent.com/assets/2741256/22173279/01491f06-dfbe-11e6-8c9a-5daec47e2f7f.png)and then execute it, it jumps correctly.Another, similar problem is when you use `X` to cut the cell and then `V` to paste it below the current cell - it doesn't jump to the place where you inserted and in case the input+output of the cell you are currently have over the whole screen and below which you paste the cut cell,";Premise: Visual content or supporting file
455:21;Jupyter_Lab_1526;![peek 2017-02-19 22-32](https://cloud.githubusercontent.com/assets/1020496/23106864/3e27775e-f6f4-11e6-8e82-8aa50f7927bc.gif);Premise: Visual content or supporting file
456:5;Jupyter_Lab_1614;When notebook or console panels get narrow, the prompt starts to take up too much space.;Premise: Specific usage experience
456:7;Jupyter_Lab_1614;"I'd appreciate this. On my 13"" screen, the width of the notebook cells is 61 characters when two notebooks are displayed side-by-side and the browser has the entire screen.";Premise: Specific usage experience
456:9;Jupyter_Lab_1614;with #4028. I want at least some prompt width to enable https://github.com/jupyterlab/jupyterlab/issues/4028#issuecomment-368709940 but I also want narrower width for readability;Premise: Referring to another issue
456:10;Jupyter_Lab_1614;"Here’s a screenshot of jupyterlab on mobile (courtesy of pangeo.pydata.org)<img width=""140px"" src=""https://user-images.githubusercontent.com/1320475/39714126-b8aee54c-51ee-11e8-9315-754be631db84.png"" />";Premise: Visual content or supporting file
456:11;Jupyter_Lab_1614;I have to go to landscape to read code effectively.;Premise: Specific usage experience
457:11;Jupyter_Lab_1666;![screen shot 2017-02-08 at 5 25 10 pm](https://cloud.githubusercontent.com/assets/27600/22765206/e15846a8-ee23-11e6-855a-1f317e8c168f.png);Premise: Visual content or supporting file
457:14;Jupyter_Lab_1666;"as I moved it towards the border, it went *under* the border, no matterwhat the z-index was.In the middle of debugging this, to add to my frustration, I started to notbe able to press ESC to enter command mode. I thought was had a super weirdbug in our keyboard handling that caused ESC to only work some of the time.Turns out that was my keyboard starting to go bad";Premise: Specific usage experience
457:16;Jupyter_Lab_1666;hardware failure.;Premise: Specific usage experience
457:19;Jupyter_Lab_1666;"We are using `border-box` for both the tab and the cell, but the `overflow`is `hidden` on the cell but `visible` on the tab";Premise: Clarification/ providing additional information
457:22;Jupyter_Lab_1666;Both children divs of the cell have `overflow: hidden`;Premise: Specific usage experience
457:24;Jupyter_Lab_1666;What is soo frustrating is that a simple example on jsfiddle works fine as well. I have messed with `z-index` and other things but can't figure it out. Does anyone remember the magic CSS incantation?;Premise: Referring to another issue
458:9;Jupyter_Lab_2026;Since we are entering a world where users might need multiple file browsers (to work with remote files, for example);Premise: Evidence that the issue is or can be resolved
458:10;Jupyter_Lab_2026;"because they are tied into using the ""primary"" file browser to create new files, new notebooks, etc., but this is only temporary as the functionality to create these new files gets moved to the document manager.";Premise: Clarification/ providing additional information
458:14;Jupyter_Lab_2026;"* easily picking the path that any of the available file browsers has navigated to* or picking your own path from some sort of mini-embedded file browserOr maybe some entirely different paradigm.";Premise: Specific usage experience
460:8;Jupyter_Lab_2253;jupyterlab-bug-with-jumping-markdown-cell;Premise: Visual content or supporting file
460:13;Jupyter_Lab_2253;so that markdown cell becomes invisible (it is the last frame of the demo).;Premise: Specific usage experience
461:4;Jupyter_Lab_2277;Cool. My only request for the UI is that if there are tags on a cell, then they be normally visible.  It's OK if the UI to add a new tag is in a menu or requires some action.;Premise: Specific usage experience
461:19;Jupyter_Lab_2277;both for application build (eg forums and widgets that run cells with a tag) and also for metaprogramming (code that gets code from other cells).;Premise: Comparing with competitors/consistency
461:24;Jupyter_Lab_2277;as the functionality is being worked on in an extension;Premise: Evidence that the issue is or can be resolved
461:29;Jupyter_Lab_2277;as I'm surprised there are no tags in JupyterLab, which are required by the papermill tool.;Premise: Specific usage experience
461:31;Jupyter_Lab_2277;as papermill adds parameter definitions into a first cell of a notebook;Premise: Specific usage experience
461:35;Jupyter_Lab_2277;![image](https://user-images.githubusercontent.com/26342344/60173405-ec201380-980e-11e9-83d9-7ef459fdecab.png);Premise: Visual content or supporting file
462:8;Jupyter_Lab_2346;Currently (`0.23.1`) when I press up arrow in a console, the previous command shows up, but the cursor remains on the beginning of the line;Premise: Specific usage experience
462:10;Jupyter_Lab_2346;But then you can't go back through history quickly by just hitting up. I think that is why we had it go to the beginning as then you can press up again and keep going in the history. Further clarification would help us figure out the right behavior.;Premise: Clarification/ providing additional information
462:12;Jupyter_Lab_2346;since it allows both for easy editing of previous one-liners and for quick scrolling through history;Premise: Specific usage experience
462:14;Jupyter_Lab_2346;"I just tested this with QT console, and I found its behavior (pressing up goes to the end of the first line of the previous command (let's say this is the command `-1`) for both single- and multi-line commands) preferable.Also, If you press up one more time (to command `-2`) and then press down, then qtconsole puts the cursor at the _end_ of the last line of the command `-1` as well, making it easy to scroll back.";Premise: Specific usage experience
463:4;Jupyter_Lab_2383;"File-editor:![screen shot 2017-06-06 at 10 26 01 pm](https://user-images.githubusercontent.com/27600/26863391-378be5bc-4b07-11e7-8bc0-2b96adbb652a.png)Markdown preview:![screen shot 2017-06-06 at 10 26 17 pm](https://user-images.githubusercontent.com/27600/26863394-3d0ad098-4b07-11e7-8715-5ad35d217e55.png)";Premise: Visual content or supporting file
463:14;Jupyter_Lab_2383;that don't scroll or do so differently such as the terminal and imageviewer;Premise: Specific usage experience
464:3;Jupyter_Lab_2394;"Here is a description of this particular bug:The bug in #2394 is coming from a single instantiation to `CodeMirrorEditor` *mutating* the config object it is passed into the constructor with defaults that the class sets. That is here:https://github.com/jupyterlab/jupyterlab/blob/master/packages/codemirror/src/editor.ts#L96The config object there is managed by the `CodeMirrorEditorFactory` here:https://github.com/jupyterlab/jupyterlab/blob/master/packages/codemirror/src/factory.ts#L26Each creation of a new CME mutates that config object further, propagating defaults in one call to the others.";Premise: Visual content or supporting file
464:11;Jupyter_Lab_2394;img;Premise: Visual content or supporting file
464:14;Jupyter_Lab_2394;"Code cells appear to be wrapped in lab, which may make determining wether code is wrapped extremely hard:![screen shot 2017-06-07 at 14 09 43](https://user-images.githubusercontent.com/335567/26901541-118a406e-4b8b-11e7-899e-a66aaffc6f5b.png)Especially since the default is to not have line numbers. It's better with Line Numbers:![screen shot 2017-06-07 at 14 09 57](https://user-images.githubusercontent.com/335567/26901570-323f2bb2-4b8b-11e7-8c18-ee39310ea3f0.png)";Premise: Visual content or supporting file
466:15;Jupyter_Lab_2649;It *should* work the same as the classic notebook. If it doesn't;Premise: Comparing with competitors/consistency
466:17;Jupyter_Lab_2649;since many users (e.g. myself) have gotten used to doing this for clicking open new notebooks;Premise: Clarification/ providing additional information
467:7;Jupyter_Lab_2769;"<img width=""1276"" alt=""screen shot 2017-08-01 at 4 00 14 pm"" src=""https://user-images.githubusercontent.com/1320475/28846861-a810f8e4-76d2-11e7-93da-68a9de56ce64.png"">";Premise: Visual content or supporting file
467:14;Jupyter_Lab_2769;"No UI to view notebook in multiple panesWhat I'd like:";Premise: Specific usage experience
467:15;Jupyter_Lab_2769;"I ran into this when trying to edit/view different parts of the notebook.What I've tried:* dragging a cell; no area highlights, and release does nothing.* dragging from notebook title from {notebook list, tab bar} into new area. Area highlights, but when mouse released nothing happens.* control-clicking on entry in notebook list and clicking ""Open"". Highlights the open pane.";Premise: Specific usage experience
468:16;Jupyter_Lab_2801;"enclosed is the screen shot.![image](https://user-images.githubusercontent.com/546163/29083212-ea248882-7c35-11e7-9749-27a0142e6bd6.png)![image](https://user-images.githubusercontent.com/546163/29083123-a85fd73a-7c35-11e7-9c8c-beb92dd9c9f4.png)";Premise: Visual content or supporting file
468:25;Jupyter_Lab_2801;[image;Premise: Visual content or supporting file
468:27;Jupyter_Lab_2801;since the application is behaving as intended, and we have made the menu labeling clearer. We may revisit notebook-specific keymaps and themes when we explore Monaco or CodeMirror 6.;Premise: Comparing with competitors/consistency
468:31;Jupyter_Lab_2801;http://jupyterlab.readthedocs.io/en/stable/user/file_editor.html;Premise: Visual content or supporting file
468:33;Jupyter_Lab_2801;http://jupyterlab.readthedocs.io/en/stable/user/notebook.html;Premise: Visual content or supporting file
468:35;Jupyter_Lab_2801;http://jupyterlab.readthedocs.io/en/stable/user/documents_kernels.htm;Premise: Visual content or supporting file
469:3;Jupyter_Lab_2890;img;Premise: Visual content or supporting file
470:28;Jupyter_Lab_3049;"is that it's kind of ""post-mortem""—to my knowledge.  Sort of like a fancy profiler result, that shows you how thevalues moved through, post-hoc after the function returns or dies.";Premise: Clarification/ providing additional information
470:32;Jupyter_Lab_3049;wdb-lg](https;Premise: Visual content or supporting file
470:35;Jupyter_Lab_3049;Looking forward to a good debugger after [monaco](https://github.com/Microsoft/monaco-editor) is integrated.;Premise: Specific usage experience
470:45;Jupyter_Lab_3049;https://github.com/jupyterlab/jupyterlab/issues/443;Premise: Referring to another issue
470:47;Jupyter_Lab_3049;https://medium.com/ibm-watson-data-lab/the-visual-python-debugger-for-jupyter-notebooks-youve-always-wanted-761713babc62;Premise: Referring to another issue
471:13;Jupyter_Lab_3233;"Create two cells with some input. Switch to edit mode, and verify that pressing downarrow moves the cursor from one cell to another and moves the current cell indicator on the left margin.2. Collapse the lower cell, try to navigate from the uncollapsed cell to the collapsed one using downarrow. Observe that the current cell indicator moves to the collapsed cell, but the cursor stays in the uncollapsed cell. Observe that further arrow navigation and further edits modify the first cell, and not the collapsed";Premise: Specific usage experience
471:16;Jupyter_Lab_3233;"1. Collapsed cells are ignored when navigating with arrow keys.2. Collapsed cells can be focussed when navigating with arrow keys, but cell input is disabled until an expanded cell is focussed. I don't like this option as much unless we have a keyboard shortcut to expand/collapse cells (which to my knowledge we don't).For simplicity's sake";Premise: Evidence that the issue is or can be resolved
471:21;Jupyter_Lab_3233;(so shift-enter also just skips them, etc.);Premise: Evidence that the issue is or can be resolved
472:4;Jupyter_Lab_3262;screenshot;Premise: Visual content or supporting file
472:7;Jupyter_Lab_3262;which is the same issue, but has more discussion.;Premise: Referring to another issue
473:4;Jupyter_Lab_3464;Right now all of our box shadows are hard coded. We are mostly trying to use the Material Design elevation idea for our box shadows.;Premise: Specific usage experience
474:6;Jupyter_Lab_3609;"* In classic notebook completer catches page up/page down key presses, whereas in jupyterlab v0.31 these are still caught by the cell, preventing fast navigation through long completion lists* Completer closes on left arrow (logical behavior), but unlike classic notebook does not close on right arrow (relevant if the cursor is not at the very end of the cell)* When the user activates the completer, then types enough letters for the completion to be unique, this unique completion is substituted without any input from the user and the completer closes.";Premise: Evidence that the issue is or can be resolved
475:6;Jupyter_Lab_3681;"For example, an extensions that adds toolbar icons should be able to switch color between light/dark modes (just like the existing buttons do).proposed short term change is to add .light/.dark classes to the root app node to distinguish between themes, so extensions can pick up the distinction in their own css.proposed long term change is to add theme changed events, including light/dark distinctions, so extensions can do things like invert their colors (e.g. a charting extension can invert when theme changes from light to dark)";Premise: Evidence that the issue is or can be resolved
475:16;Jupyter_Lab_3681;https://github.com/jupyterlab/jupyterlab-github/issues/30;Premise: Referring to another issue
475:19;Jupyter_Lab_3681;https://github.com/jupyterlab/jupyterlab-mp4/blob/142c36d0fd12cf48eb98404347f79950ea9b6d5d/style/index.css#L10-L16;Premise: Visual content or supporting file
476:7;Jupyter_Lab_3901;"* if I open a .py file in Jupyterlab (say `constants.py`) it immediately opens with ""unsaved changes"" without any edits.![constants](https://user-images.githubusercontent.com/4811862/36441516-eab8bbf6-1640-11e8-95d5-56cd09c7ecf0.PNG)* if I then save the file, `git status` will note that the file was modified. `git diff` will give this";Premise: Visual content or supporting file
476:11;Jupyter_Lab_3901;so what you are seeing is expected.  We could guess the line endings of the file and set it accordingly.;Premise: Specific usage experience
476:15;Jupyter_Lab_3901;image;Premise: Visual content or supporting file
477:5;Jupyter_Lab_4044;but I couldn't find a similar issue.;Premise: Referring to another issue
477:7;Jupyter_Lab_4044;"Find attached a gif demonstrating the issue![jupyterlab_tabs](https://user-images.githubusercontent.com/29157027/36749493-2a7bd026-1bb8-11e8-8414-0ce285d5aef0.gif)";Premise: Visual content or supporting file
477:9;Jupyter_Lab_4044;From the docs: http://jupyterlab.readthedocs.io/en/latest/user/interface.html#main-work-area.;Premise: Visual content or supporting file
478:6;Jupyter_Lab_4118;[screen shot;Premise: Visual content or supporting file
478:11;Jupyter_Lab_4118;to move conversation to https://github.com/jupyterlab/jupyterlab/issues/3795.;Premise: Referring to another issue
479:2;Jupyter_Lab_4137;"Something like this?![new-tab](https://user-images.githubusercontent.com/591645/37437612-705bf1b0-27ee-11e8-9ad3-5c4bc2df19d2.gif)The add icon (`jp-AddIcon`) is just a placeholder. It would probably be better to use something similar to the [font-awesome external-link-alt icon](https://fontawesome.com/icons/external-link-alt?style=solid)";Premise: Visual content or supporting file
479:5;Jupyter_Lab_4137;![image](https://user-images.githubusercontent.com/51059/37108170-503bce36-2204-11e8-9f41-cc9ce80f8aa4.png);Premise: Visual content or supporting file
479:9;Jupyter_Lab_4137;Right now the only options are to download or to view in lab:;Premise: Specific usage experience
480:4;Jupyter_Lab_4211;"Markdown checkboxes/task listsIs it intended to show github style checkboxes via the markdown preview?https://help.github.com/articles/basic-writing-and-formatting-syntax/#task-lists![image](https://user-images.githubusercontent.com/16297104/37629718-9caa287e-2b9d-11e8-99a4-7d044840379c.png)for reference github:```- [ ] test- [x] test2```- [ ] test- [x] test2";Premise: Visual content or supporting file
480:5;Jupyter_Lab_4211;Also, for a good implementation the taskLists would need to support editing the markdown itself - i.e. the markdown cells would be editable by clicking on the rendered text's checkbox. Which will be custom for jupyterlab.;Premise: Specific usage experience
480:6;Jupyter_Lab_4211;Note that the `codemirror` library understands taskLists and shows syntax highlighting for taskLists, but the [marked](https://github.com/markedjs/marked) library which is used for rendering the markdown does not seem to support taskLists.;Premise: Visual content or supporting file
481:5;Jupyter_Lab_4250;If one copies a file and goes into some empty folder, it is not possible to paste the file. The context menu does not show up for right-clicks on empty areas (e.g. the white space underneath the file list);Premise: Specific usage experience
482:3;Jupyter_Lab_4257;"If I want to open a new console for the file I'm working on in the file editor, I have to go in ""File->New Console for Editor"", but I always *instinctively* first right-click on to the file tab,  , where I can rename the file and open a new view the file, but not open a new console. Then I realise I have to go the top menu bar.";Premise: Specific usage experience
483:14;Jupyter_Lab_4273;Sometimes when running a notebook the kernal restarts (in my case due to a OOM issue) but does not give the user any message. The cell will still show an asterisk, as if its running, but only when the user hovers the mouse over the circle at the top right, will it show that the kernal is restarting.;Premise: Specific usage experience
483:16;Jupyter_Lab_4273;img;Premise: Visual content or supporting file
483:19;Jupyter_Lab_4273;as to why the kernel has had to restart. Some sort of stack trace from what the kernel was trying to execute.;Premise: Referring to another issue
483:29;Jupyter_Lab_4273;https://github.com/jupyter/notebook/blob/eea37a6b2110e0b8a5491f17e241fa3c8aecb5f7/notebook/static/notebook/js/notificationarea.js#L122-L146;Premise: Visual content or supporting file
483:30;Jupyter_Lab_4273;https://github.com/jupyter/notebook/blob/eea37a6b2110e0b8a5491f17e241fa3c8aecb5f7/notebook/static/services/kernels/kernel.js#L1106-L1113;Premise: Visual content or supporting file
483:33;Jupyter_Lab_4273;It seems that killing the kernel process so that it autostarts does not work in jlab;Premise: Specific usage experience
484:7;Jupyter_Lab_4603;"Clicking and dragging a non-active cell only selects it, but does not allow the dragNotice that the first time I try to drag the non-active cell, it becomes active but doesn't drag. I have to try dragging it a second time (after it has become active) to have the drag recognized.![debug](https://user-images.githubusercontent.com/192614/40219121-f7654d34-5a28-11e8-9909-5b80c35931c6.gif)";Premise: Visual content or supporting file
484:9;Jupyter_Lab_4603;because of supporting drag and drop.;Premise: Specific usage experience
484:10;Jupyter_Lab_4603;The event and mouse handling for the notebook is here: https://github.com/jupyterlab/jupyterlab/blob/077a1df13a1d69da88380184e6e040140d34c7e9/packages/notebook/src/widget.ts#L1114;Premise: Visual content or supporting file
484:12;Jupyter_Lab_4603;so I just left a comment to note that I'm working on it right now.;Premise: Evidence that the issue is or can be resolved
485:11;Jupyter_Lab_4609;"Here's the following markdown rendered in both jupyterlab and jupyter notebook.```markdown# Hello `Codeblock`!## Hello `Codeblock`!### Hello `Codeblock`!#### Hello `Codeblock`!##### Hello `Codeblock`!```<img width=""720"" alt=""jupyterlab_codeblock"" src=""https://user-images.githubusercontent.com/4233072/40281513-f5b45c6a-5c9d-11e8-879c-4ab7f7e7ded2.png""><img width=""403"" alt=""jupyter_notebook_codeblock"" src=""https://user-images.githubusercontent.com/4233072/40281514-f5df957e-5c9d-11e8-8ff1-716718ac0c75.png"">";Premise: Visual content or supporting file
485:13;Jupyter_Lab_4609;because render output is not just simple html element.;Premise: Clarification/ providing additional information
485:17;Jupyter_Lab_4609;Basically, it constructs a markdown mime message (just like if it was a markdown display type in an output), and then asks the markdown renderer to render it.;Premise: Clarification/ providing additional information
485:19;Jupyter_Lab_4609;However, I wonder if the real problem is that some *other* package's css styling is being misapplied here.;Premise: Referring to another issue
485:22;Jupyter_Lab_4609;![screen](https://user-images.githubusercontent.com/2290566/40328240-fbd3fb5c-5d45-11e8-8043-63d677875c24.jpg);Premise: Visual content or supporting file
485:24;Jupyter_Lab_4609;probably because the selector for code is more specific.;Premise: Clarification/ providing additional information
485:26;Jupyter_Lab_4609;The actual renderer is here: https://github.com/jupyterlab/jupyterlab/blob/e377acd19b1bb13dfd76d65d2e7210938e273ec0/packages/rendermime/src/renderers.ts#L301;Premise: Visual content or supporting file
486:8;Jupyter_Lab_4648;as implementing this feature will provide the requested simple way of changing the font characteristics.;Premise: Evidence that the issue is or can be resolved
486:10;Jupyter_Lab_4648;Since the decision in #4084 is to not provide platform default fonts both of these can be closed in favour of this feature request which would enable the user to change this for themselves.;Premise: Evidence that the issue is or can be resolved
486:12;Jupyter_Lab_4648;as the question has been [answered](https://github.com/jupyterlab/jupyterlab/issues/4608#issuecomment-390431897) and this feature was probably want the user was actually after;Premise: Evidence that the issue is or can be resolved
486:16;Jupyter_Lab_4648;. Therefore, I would really appreciate to have a config option as this is one of the few things that is still keeping me from fully switching to Jupyter Lab;Premise: Specific usage experience
486:19;Jupyter_Lab_4648;Now that #4673 is merged;Premise: Referring to another issue
487:5;Jupyter_Lab_4691;"Rendered markdown has lost its paddingLooks like the context/main area widget refactor has given us some style regressions in the rendered markdown widget. It once had a generous padding, now the rendered markdown goes to the edge of the widget";Premise: Specific usage experience
487:7;Jupyter_Lab_4691;scrolling is broken for rendered markdown.;Premise: Referring to another issue
488:15;Jupyter_Lab_4730;#5795 and subsequent ctrl+f PRs have merged!;Premise: Referring to another issue
488:17;Jupyter_Lab_4730;"I mean this one:![41129190-cbd83fa8-6a65-11e8-9872-9397d818f482](https://user-images.githubusercontent.com/6897215/41438524-5f7dd760-6fdc-11e8-9d5a-091358d80781.png)";Premise: Visual content or supporting file
489:5;Jupyter_Lab_4867;<img;Premise: Visual content or supporting file
489:7;Jupyter_Lab_4867;"Browsers style scrollbars themselves and make very subtle contextualdecisions. For example on a Mac, scroll bars hide/show dynamically andautomatically change colors based on the background they are above.* Styling scrollbars can be done in CSS but it is awkward and you end upwith style bars that look out of place on some OS/browser combinations.* Most importantly, if you style them by hand you disable the niceauto-styling and auto-hiding some browsers do, so it ends up looking worsefor a lot of folks.";Premise: Specific usage experience
489:11;Jupyter_Lab_4867;as a duplicate of #3008.;Premise: Referring to another issue
490:12;Jupyter_Lab_4876;As this is the default behavior in the classic notebook;Premise: Comparing with competitors/consistency
490:18;Jupyter_Lab_4876;Since only one completer ever appears on the screen, there is a completion manager (which can be required by an extension by requiring the token `ICompletionManager`) that handles the creation and disposal of completer widgets. (*cf.* https://github.com/jupyterlab/jupyterlab/blob/master/packages/completer-extension/src/index.ts#L75-L107);Premise: Visual content or supporting file
490:23;Jupyter_Lab_4876;by #5049;Premise: Referring to another issue
491:10;Jupyter_Lab_4945;"Right-click->""Rename Notebook..."" on ""inactive"" tab prompts to rename ""active"" notebookHovering over any tab shows the details for that tab (super!).  However, right-clicking and selecting ""Rename Notebook..."" for an ""inactive"" tab doesn't pop-up a rename for that notebook.  The pop-up is to rename the ""active"" notebook.";Premise: Specific usage experience
491:17;Jupyter_Lab_4945;For what it's worth, neither Firefox nor Chrome activate a tab upon right-clicking;Premise: Comparing with competitors/consistency
491:19;Jupyter_Lab_4945;#4590;Premise: Referring to another issue
492:6;Jupyter_Lab_5294;<img;Premise: Visual content or supporting file
492:8;Jupyter_Lab_5294;as answered.;Premise: Evidence that the issue is or can be resolved
492:9;Jupyter_Lab_5294;![image](https://user-images.githubusercontent.com/6224509/45401663-b3b49d80-b61f-11e8-9d79-136357449001.png);Premise: Visual content or supporting file
494:4;Jupyter_Lab_5498;<img;Premise: Visual content or supporting file
495:5;Jupyter_Lab_5540;[image];Premise: Visual content or supporting file
495:10;Jupyter_Lab_5540; so it's easier to follow;Premise: Referring to another issue
496:9;Jupyter_Lab_5597;"because I might assume that the output corresponds to the input code, which is not true anymore.In Mathematica, when an input cell is modified, it loses the cell number.";Premise: Specific usage experience
496:10;Jupyter_Lab_5597;"For example:![image";Premise: Visual content or supporting file
496:12;Jupyter_Lab_5597;![image];Premise: Visual content or supporting file
496:16;Jupyter_Lab_5597;"[screenshot from 2018-11-07 09-49-16](https://user-images.githubusercontent.com/16631761/48146602-96442e80-e272-11e8-9b25-0f452b9e8a72.png)![screenshot from 2018-11-07 09-48-50](https://user-images.githubusercontent.com/16631761/48146610-993f1f00-e272-11e8-9d11-947274c5d191.png)";Premise: Visual content or supporting file
496:18;Jupyter_Lab_5597;image;Premise: Visual content or supporting file
496:21;Jupyter_Lab_5597;"so it might have to go in cell meta, and changing outputs isn't nice,anyway.";Premise: Evidence that the issue is or can be resolved
497:15;Jupyter_Lab_5605;"Disable back buttonWhen working in Jupyter Lab I occasionally accidentally press the back button on my mouse which causes the page to try and go back to the previous page (usually Jupyter Hub in my case).";Premise: Specific usage experience
497:22;Jupyter_Lab_5605;" I get<img";Premise: Visual content or supporting file
497:28;Jupyter_Lab_5605;"![screen shot 2018-11-15 at 10 10 30 am](https://user-images.githubusercontent.com/22109376/48586849-f3308c00-e8e5-11e8-9a12-b18db6243834.png)So is this just calling a generic browser modal as opposed to something within Phosphor?";Premise: Visual content or supporting file
497:30;Jupyter_Lab_5605;this is working with reload, back, and also entering a new address in the address bar.;Premise: Evidence that the issue is or can be resolved
497:34;Jupyter_Lab_5605;as resolved, since we do warn the user if the application is in dirty state. ;Premise: Evidence that the issue is or can be resolved
498:15;Jupyter_Lab_5680;Since no-one else has written here;Premise: Evidence that the issue is or can be resolved
498:17;Jupyter_Lab_5680;image;Premise: Visual content or supporting file
499:6;Jupyter_Lab_5696;When I display a mime bundle containing an entry of e.g. `text/html` with the metadata “isolated: true”, I get an iframe without height attribute/style, which results in a slim 150px high window.;Premise: Specific usage experience
499:9;Jupyter_Lab_5696;since there are few DOM elements with a natural size,;Premise: Specific usage experience
499:12;Jupyter_Lab_5696;because they have some JS in there. Apparently the `load` event isn’t early enough…;Premise: Clarification/ providing additional information
499:13;Jupyter_Lab_5696;https://github.com/jupyterlab/jupyterlab/blob/c3fff81d3f053c4f94e84263ae785eda56cb55aa/packages/outputarea/src/widget.ts#L391 and https://github.com/jupyterlab/jupyterlab/blob/c3fff81d3f053c4f94e84263ae785eda56cb55aa/packages/outputarea/src/widget.ts#L790-L85;Premise: Visual content or supporting file
500:9;Jupyter_Lab_5796;[right one](https://user-images.githubusercontent.com/22363274/50371469-55bc2c80-05f6-11e9-973d-fa3abf68d0eb.gif);Premise: Visual content or supporting file
500:10;Jupyter_Lab_5796;![quote issue](https://user-images.githubusercontent.com/22363274/50371383-c82c0d00-05f4-11e9-856b-a414d7efbb72.gif);Premise: Visual content or supporting file
500:13;Jupyter_Lab_5796;https://github.com/jupyterlab/jupyterlab/issues/4544;Premise: Referring to another issue
500:17;Jupyter_Lab_5796;In Scala, single quotes should never be paired. In Julia, single quotes delimit characters, so *sometimes* they should be paired.;Premise: Comparing with competitors/consistency
500:20;Jupyter_Lab_5796;so I open a issue in CodeMirror:https://github.com/codemirror/CodeMirror/issues/5742;Premise: Referring to another issue
500:22;Jupyter_Lab_5796;https://github.com/codemirror/CodeMirror/pull/5568;Premise: Referring to another issue
501:7;Jupyter_Lab_6488;"Change the name of the ""inspector"" to ""interactive help"".Since many users assume ""inspector"" means ""variable inspector"" (which we don't yet offer, but may in the near future)";Premise: Specific usage experience
502:7;Jupyter_Lab_6580; instead of going one folder up it goes to the previous chrome page;Premise: Visual content or supporting file
503:5;Jupyter_Lab_6610;"Right now the Help menu has a link to ""Notebook Reference"" that opens the classic notebook documentation.";Premise: Referring to another issue
504:6;Jupyter_Lab_6619;The tabs in the L/R side panel are not closable, but we are showing all the actions for closing tabs in the context menu:;Premise: Specific usage experience
504:7;Jupyter_Lab_6619;"<img width=""386"" alt=""Screen Shot 2019-06-18 at 1 01 11 PM"" src=""https://user-images.githubusercontent.com/27600/59715697-4c88d280-91c9-11e9-9f66-5cd8f66a4842.png"">";Premise: Visual content or supporting file
505:7;Jupyter_Lab_6623;<img;Premise: Visual content or supporting file
505:10;Jupyter_Lab_6623;"<img width=""887"" alt=""Screen Shot 2019-06-18 at 1 30 23 PM"" src=""https://user-images.githubusercontent.com/27600/59717695-62989200-91cd-11e9-8598-b44ada810aae.png"">";Premise: Visual content or supporting file
507:31;Jupyter_Lab_6768;, since we know those are text.;Premise: Clarification/ providing additional information
507:33;Jupyter_Lab_6768;since we can have arbitrary renderers rendering outputs, and who knows what html or graphics they might be putting on the page.;Premise: Clarification/ providing additional information
507:43;Jupyter_Lab_6768;"From a UX POV only having search on inputs and not outputs feels like a poor choice. While we can escape to the built in search for the browser one as above, but that is something only advanced users will do;";Premise: Referring to another issue
507:48;Jupyter_Lab_6768;because searching inputs was a much more tractable problem.  CodeMirror already has some searching facilities built in, all we needed was a bit of logic to orchestrate it.  We wanted to get some form of searching working before 1.0 that would allow for nicer features than what you'd get from the browser, like regex matching and search & replace.;Premise: Clarification/ providing additional information
507:50;Jupyter_Lab_6768;because it's significantly more difficult for the reasons I mentioned above.;Premise: Evidence that the issue is or can be resolved
507:55;Jupyter_Lab_6768;A good example if a table with virtual rendering for data. The table may want to implement search to include all cells within it.;Premise: Evidence that the issue is or can be resolved
507:59;Jupyter_Lab_6768;"that is, assigning it to a different shortcut or only to some kind of toolbar button, not to Ctrl-F, and making the user change the config to ""opt in"" to assigning it to Ctrl-F, rather than the reverse.  The ability to search the entire page is a basic function of a web browser, and having to use any workaround whatsoever to get past Jupyterlab's grabbing of that shortcut is a major hit to productivity when using it";Premise: Evidence that the issue is or can be resolved
507:61;Jupyter_Lab_6768;because it fails silently (i.e., if you search for something in the output you just get no results, and maybe think there are none, without realizing it's not searching the output at all).;Premise: Clarification/ providing additional information
507:62;Jupyter_Lab_6768;[image](https://user-images.githubusercontent.com/4393192/60745777-fa6dde00-9f38-11e9-8114-474866e9783a.png);Premise: Visual content or supporting file
508:7;Jupyter_Lab_6876;as I misunderstood the first time - you can try taking a look at the [running](https://github.com/jupyterlab/jupyterlab/blob/master/packages/running-extension/src/index.ts) extension.;Premise: Visual content or supporting file
508:9;Jupyter_Lab_6876;since its been a few months since that guy said anything;Premise: Evidence that the issue is or can be resolved
